timestamp_utc,channel,frequency_THz,piezo_V,current_mA
2026-03-03 12:41:14.377,8,434.829041,33.4555,90.1525
2026-03-03 12:41:14.926,8,434.829041,33.4690,90.1019
2026-03-03 12:41:15.470,8,434.829041,33.4555,90.1441
2026-03-03 12:41:15.974,8,434.829041,33.4420,90.1356
2026-03-03 12:41:16.475,8,434.829041,33.4420,90.1019
2026-03-03 12:41:16.974,8,434.829041,33.4555,90.1525
2026-03-03 12:41:17.474,8,434.829041,33.4555,90.1694
2026-03-03 12:41:17.974,8,434.829041,33.4690,90.2115
2026-03-03 12:41:18.474,8,434.829041,33.4690,90.1525
2026-03-03 12:41:18.979,8,434.829041,33.4690,90.1947
2026-03-03 12:41:19.477,8,434.829041,33.4555,90.1862
2026-03-03 12:41:19.983,8,434.829041,33.4690,90.1356
2026-03-03 12:41:20.478,8,434.829041,33.4420,90.1778
2026-03-03 12:41:20.992,8,434.829041,33.4420,90.1441
2026-03-03 12:41:21.490,8,434.829041,33.4825,90.1356
2026-03-03 12:41:21.983,8,434.829041,33.4825,90.1272
2026-03-03 12:41:22.477,8,434.829041,33.5095,90.1778
2026-03-03 12:41:22.976,8,434.829041,33.4555,90.1778
2026-03-03 12:41:23.474,8,434.829041,33.4555,90.1525
2026-03-03 12:41:23.974,8,434.829041,33.4555,90.1609
2026-03-03 12:41:24.489,8,434.829041,33.4555,90.1694
2026-03-03 12:41:24.982,8,434.829041,33.4285,90.1862
2026-03-03 12:41:25.487,8,434.829041,33.5095,90.1778
2026-03-03 12:41:25.982,8,434.829041,33.4420,90.1609
2026-03-03 12:41:26.478,8,434.829041,33.4555,90.1441
2026-03-03 12:41:26.975,8,434.829041,33.4555,90.1947
2026-03-03 12:41:27.475,8,434.829041,33.4420,90.1525
2026-03-03 12:41:28.256,8,434.829041,33.4825,90.1187
2026-03-03 12:41:28.803,8,434.829041,33.4690,90.1356
2026-03-03 12:41:29.346,8,434.829041,33.4555,90.1187
2026-03-03 12:41:29.894,8,434.829041,33.4285,90.1525
2026-03-03 12:41:30.444,8,434.829041,33.4285,90.1862
2026-03-03 12:41:30.974,8,434.829041,33.4555,90.1694
2026-03-03 12:41:31.500,8,434.829041,33.4555,90.1356
2026-03-03 12:41:32.012,8,434.829041,33.4555,90.1862
2026-03-03 12:41:32.520,8,434.829041,33.4555,90.1441
2026-03-03 12:41:33.024,8,434.829041,33.4690,90.1694
2026-03-03 12:41:33.542,8,434.829041,33.4015,90.1187
2026-03-03 12:41:34.044,8,434.829041,33.4555,90.1103
2026-03-03 12:41:34.546,8,434.829041,33.4555,90.1441
2026-03-03 12:41:35.051,8,434.829041,33.4555,90.1187
2026-03-03 12:41:35.551,8,434.829041,33.4555,90.1356
